priority,listing_url,listing_name,host_name,area,bedrooms,cleanliness_score,overall_rating,num_reviews,host_total_listings,last_review,suggested_angle,status,notes
STANDARD,https://www.airbnb.com/rooms/1216447963401609686,Stylish Garden Apartment in Vibrant Leyton,Laura-Pass The Keys,Waltham Forest,1,4.71,4.93,14,1,2026-01-03,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1252024702362527793,The City Flat with Character,Julija,Hackney,1,4.71,4.36,14,1,2026-06-19,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1288520974156896805,Cosy Victoria Park Village Home,Hugo,Hackney,1,4.93,4.93,14,1,2026-06-01,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1296591214643545478,Urban Comfort,Nora,Greenwich,1,4.86,4.79,14,1,2026-06-14,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1378493495388642392,Cozy & Chic Flat with Garden- 3 nights min,Grazia,Hackney,1,5.0,5.0,14,1,2026-06-14,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1401324536350578018,Quiet East London Penthouse – 3 mins from the Tube,Simon,Newham,1,4.79,4.86,14,1,2026-04-06,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1400109060405138837,One bedroom apartment near ExCel,Shan,Newham,1,4.79,4.93,14,1,2026-06-06,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1412951915696763816,High Floor Modern 1BR Views Portable AC Parking,Chiara,Newham,1,4.86,4.93,14,1,2026-06-17,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1479149396332862450,Serenity in the City,Johan,Greenwich,2,5.0,5.0,14,1,2025-11-30,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1547978218910648447,Stylish one‑bedroom flat in Shoreditch,Céline,Tower Hamlets,1,4.93,4.93,14,1,2026-06-21,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1626876665528791176,2-Bedroom Flat in Stratford,Jordan,Newham,2,4.86,4.86,14,1,2026-05-24,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1649654801142886165,Peaceful House,Lennie,Waltham Forest,1,4.93,4.93,14,1,2026-06-15,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/21572705,"Stoke Newington with garden, newly renovated",Laura,Hackney,1,4.85,5.0,13,1,2025-11-30,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/28474935,East London Flat,Tania,Tower Hamlets,1,5.0,4.92,13,1,2026-06-22,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/31258932,Stoke Newington Maisonette and garden,Laura,Hackney,2,4.77,5.0,13,1,2026-05-25,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/39134186,Bright & Morden Apartment Near DLR & Canary Wharf,Kayo,Tower Hamlets,1,4.85,4.85,13,1,2025-12-07,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/45409701,Lovely 2 bed top floor apartment with roof garden.,Heydon,Hackney,2,4.85,4.92,13,1,2026-03-01,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/51520829,Spacious for Work and Play close to Station & Shop,Dj,Newham,2,4.85,5.0,13,1,2026-05-29,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/634814743225392622,Quiet Hackney apartment close to transport,David,Hackney,1,4.92,4.92,13,1,2026-05-30,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/724530347424798087,Modern 1-bedroom flat with balcony in East London,Alice,Tower Hamlets,1,5.0,5.0,13,1,2026-04-28,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/800721834640057557,Blackheath! Home sweet home,Jessé,Greenwich,2,4.92,5.0,13,1,2026-04-27,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/939598229411498539,Chic 1 Bedroom HackenyWick | King Bed & Workspace,Valentina,Tower Hamlets,1,4.85,4.85,13,1,2026-03-05,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/961582760354785893,Stylish canal-side house with two cats in Clapton,Bára,Hackney,2,4.92,5.0,13,1,2026-05-24,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/970336902589676937,Burchell Cottage Leyton,Sarah,Waltham Forest,1,4.85,5.0,13,1,2025-12-27,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1012248447235128850,Beautiful Parkside Flat,Hubert,Tower Hamlets,2,4.77,4.85,13,1,2026-01-03,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1033154173320962106,Bright & Spacious Flat in Stoke Newington,Rebecca,Hackney,1,4.92,5.0,13,1,2026-02-25,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1233867283428815940,Modern Apt in heart of London,Lubza,Tower Hamlets,1,4.85,4.77,13,1,2025-11-30,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1240775510643195704,The Heart of London,Kelechi,Greenwich,4,4.85,5.0,13,1,2026-06-07,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1242072367269967480,Design 1 Bed Apartment in Haggerston,Marta,Hackney,1,5.0,5.0,13,1,2026-06-22,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1290517475563626804,Modern 1BR Woolwich Flat | Elizabeth Line 7 Min,Danial,Greenwich,1,4.92,4.85,13,1,2026-04-24,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1378883361407476907,Designer Bow Oasis: Near Shoreditch &Victoria Park,Jake,Tower Hamlets,1,4.85,4.92,13,1,2026-01-01,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1398367533465384417,Modern 2-Bed Flat in Greenwich,Veronika,Greenwich,2,4.77,4.85,13,1,2026-05-04,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1426844147622542632,London Fields with a cat,Sophie,Hackney,1,4.85,4.92,13,1,2026-06-07,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1448027493755607217,Stylish Design 1BR in Hackney,Pavel,Hackney,1,5.0,5.0,13,1,2026-06-05,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1467460711150838386,Bright 2-bed Flat by Thames & Fast London Access,Colleen,Greenwich,2,4.77,4.77,13,1,2026-05-15,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1476146769098870889,Columbia Road Flower Market Hackney Apartment,Rebecca,Tower Hamlets,1,4.77,4.85,13,1,2026-04-27,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1510934652613758529,Small Studio Cabin,Visar,Waltham Forest,1,4.92,4.85,13,1,2026-06-14,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1579872382675488740,Stylish Modern Home • Fully Equipped,Hasan,Newham,3,5.0,4.92,13,1,2026-06-20,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1660904598911249185,London White Apartments,Chimezie,Hackney,1,4.92,4.85,13,1,2026-06-23,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1689258822635422194,luxurious hideaway located by Shoreditch / Hoxton,Mark,Hackney,1,4.77,5.0,13,1,2026-06-21,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/12362870,"Lovingly Renovated Stylish Victorian House, Leyton",Jp,Waltham Forest,2,4.92,4.92,12,1,2026-01-03,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/13271977,Spacious Greenwich Apartment (near The O2 & Excel),Katerina,Greenwich,1,5.0,4.92,12,1,2026-05-25,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/24837198,Modern Apartment in Vibrant East London,Nikhil,Tower Hamlets,1,4.75,5.0,12,1,2026-03-22,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/39765502,Beautiful 2 bed flat in Bethnal Green with rooftop,Jessica,Tower Hamlets,2,4.75,4.83,12,1,2025-12-08,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/40200751,"Entire flat with a view, 24/7 concierge",Filip,Tower Hamlets,1,4.75,5.0,12,1,2025-11-24,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/52961953,Canal side one bedroom flat in trendy De Beauvoir,Wade,Hackney,1,5.0,5.0,12,1,2025-12-27,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/882339912400436815,Modern London Flat near Shoreditch & Hackney,Daniel,Tower Hamlets,2,4.75,4.92,12,1,2025-12-27,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/889581413404067864,Characterful One Bed Apartment in Historic Wapping,Jayne,Tower Hamlets,1,5.0,5.0,12,1,2026-06-14,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/912157121219974001,Lovely house that's ideal for a family trip!,Angela,Waltham Forest,2,5.0,5.0,12,1,2026-04-08,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/906285268071984669,Central London 2 bedroom flat,Claudia,Tower Hamlets,2,4.92,4.92,12,1,2025-12-22,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/920429310908143274,Spacious Flat in Hackey Wick near Victoria Park,Aarti,Tower Hamlets,1,5.0,5.0,12,1,2026-06-06,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/987596773394801538,Gorgeous Sun Drenched  Victorian  flat,Bridget,Hackney,2,4.92,4.92,12,1,2026-02-16,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1039914685193344465,Chic King 1BR Oasis on Shoreditch Park AND Canal,Tristan,Hackney,1,4.92,5.0,12,1,2026-01-08,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1044082685413908090,Modern & Spacious Flat Next to Underground Station,Ahmet Kenan,Waltham Forest,1,4.92,5.0,12,1,2025-12-07,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1160677248440807930,Canal Walks & Hackney Wick Coffee,Lucie,Hackney,1,5.0,5.0,12,1,2026-04-11,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1171604890999957270,Modern Studio Apartment,Zak,Tower Hamlets,1,5.0,4.83,12,1,2026-06-20,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1197224175942109030,Charming 2 bed ground floor flat with garden,Katja,Waltham Forest,2,5.0,5.0,12,1,2026-05-30,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1215691534253163605,Modernist Gem in Hackney,Susanne,Hackney,2,4.92,5.0,12,1,2026-04-05,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1235055777800366559,LushPen - O2 Arena Apartment| Canary Wharf,Lush Homes,Greenwich,1,4.75,4.58,12,1,2026-05-20,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1257080706073341089,Artist's Apartment in Hackney,Peter,Hackney,1,5.0,5.0,12,1,2026-05-30,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1263668859014381056,Boutique Brick Lane 2 BR Home | Walk to Shoreditch,Karolina,Tower Hamlets,2,5.0,4.83,12,1,2026-04-12,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1265232973260911329,Luxury hackney victorian flat,Fernanda,Hackney,1,5.0,5.0,12,1,2026-06-05,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1270362808046327765,Comfortable Stratford Flat with Stunning Views,Alessandro,Newham,1,4.83,4.92,12,1,2025-12-21,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1297858961218459824,1-Bedroom Flat with River Views,Carlo Alberto,Hackney,1,5.0,5.0,12,1,2026-06-21,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1295059782719426621,Super garden annexe in Eltham,Anisha,Greenwich,1,5.0,5.0,12,1,2026-05-25,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1307757038796705383,Eden in East London,Gökhan,Hackney,1,5.0,4.92,12,1,2026-06-22,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1334236899316426362,Cosy flat by London Fields,Nicole,Hackney,1,4.83,4.75,12,1,2026-01-12,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1335464961094327993,Stylish 1 bedroom garden flat in Newington Green,Rachel,Hackney,1,4.92,4.92,12,1,2026-06-01,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1339067583031373820,Spacious 3-Bedroom House | The O2 | Elizabeth Line,Stefano,Greenwich,3,4.75,4.75,12,1,2026-04-12,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1356647190995333244,East London Loft Apartment,Jonathan,Tower Hamlets,2,4.83,4.92,12,1,2026-04-27,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1391841995665638203,Charming 2 bedroom in Blackheath,Estela,Greenwich,2,5.0,4.75,12,1,2026-05-30,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1403476180583714874,Bright Stoke Newington base,Edward,Hackney,1,4.92,5.0,12,1,2026-05-23,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1447712117602184002,East London top floor flat with roof terrace,Samantha,Tower Hamlets,1,4.92,5.0,12,1,2026-01-04,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1456345629974973335,Coach House Greenwich,Marina T,Greenwich,3,4.75,4.92,12,1,2026-06-04,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1489186389958323240,Private Yacht in London with hot tub! 8 guests max,Sophie,Tower Hamlets,4,5.0,5.0,12,1,2026-06-04,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1546460710110710344,Chic Victorian 2BR with Water Views,Qielli,Tower Hamlets,2,5.0,5.0,12,1,2026-06-11,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1557484689132631501,"Modern & Luxurious 2-bed by ABBA,O2 & Canary Wharf",Luxury Apartments,Tower Hamlets,2,4.75,4.83,12,1,2026-06-04,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1599207935139777546,Quirky modern flat 2 mins from Victoria line,Alex,Waltham Forest,1,4.75,4.92,12,1,2026-06-09,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1608729584455476387,Modern 2BR Flat with Balcony – Shoreditch E1,Danny,Tower Hamlets,2,4.75,4.75,12,1,2026-06-25,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1610205151885886636,"The Cosy 1BR East London Getaway, Great transport",Anthony,Waltham Forest,1,5.0,4.75,12,1,2026-06-22,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1633216843696251934,Cosy 1bed flat near Canary Wharf. Sleeps 4,Antonio,Newham,1,5.0,5.0,12,1,2026-06-18,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1627602376982617489,Modern 1BR| Walk to Excel | Fast to central,Benoit,Newham,1,4.83,5.0,12,1,2026-06-19,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/18976813,Modern/Spacious 2BR Canary Wharf | Gym & Parking,Joseph Darren Stephen,Tower Hamlets,2,5.0,4.91,11,1,2026-06-18,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/25038413,Flat with cat,Margherita,Tower Hamlets,1,5.0,4.73,11,1,2026-06-14,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/727223169451834922,East London cosy loft home,Gaia,Hackney,1,5.0,5.0,11,1,2026-02-15,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/733230668012189215,Spacious home in Walthamstow (with a cat!),Henrietta,Waltham Forest,3,5.0,5.0,11,1,2025-12-27,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/852704963818620273,Modern cozy one bed apartment,Mirian,Newham,1,4.91,4.73,11,1,2026-05-17,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/885552482264910301,Comfortable apartment in London - River View,Jakub,Tower Hamlets,1,4.91,4.91,11,1,2026-06-23,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
